t,I,S,R
79.8,36.5162,247.469,716.015
79.9,36.4973,247.253,716.25
80,36.4768,247.041,716.483
80.1,36.4549,246.831,716.714
80.2,36.4314,246.625,716.944
80.3,36.4064,246.422,717.172
80.4,36.38,246.222,717.398
80.5,36.3521,246.025,717.623
80.6,36.3229,245.832,717.845
80.7,36.2923,245.642,718.066
80.8,36.2603,245.456,718.284
80.9,36.227,245.272,718.501
81,36.1924,245.093,718.715
81.1,36.1566,244.916,718.927
81.2,36.1195,244.744,719.137
81.3,36.0812,244.575,719.344
81.4,36.0418,244.409,719.549
81.5,36.0012,244.247,719.752
81.6,35.9595,244.088,719.952
81.7,35.9167,243.934,720.15
81.8,35.8729,243.783,720.345
81.9,35.828,243.635,720.537
82,35.7822,243.491,720.727
82.1,35.7353,243.351,720.914
82.2,35.6876,243.215,721.098
82.3,35.6389,243.082,721.279
82.4,35.5894,242.953,721.458
82.5,35.539,242.828,721.633
82.6,35.4878,242.706,721.806
82.7,35.4359,242.588,721.976
82.8,35.3832,242.474,722.143
82.9,35.3297,242.364,722.306
83,35.2756,242.257,722.467
83.1,35.2208,242.154,722.625
83.2,35.1654,242.055,722.779
