t,I,S,R
33.1,36.3859,115.896,847.718
33.2,36.2542,116.094,847.652
33.3,36.1259,116.295,847.579
33.4,36.001,116.498,847.501
33.5,35.8794,116.704,847.416
33.6,35.7612,116.913,847.326
33.7,35.6464,117.124,847.23
33.8,35.535,117.337,847.128
33.9,35.4269,117.552,847.021
34,35.3222,117.769,846.909
34.1,35.2209,117.987,846.792
34.2,35.123,118.207,846.67
34.3,35.0284,118.428,846.544
34.4,34.9372,118.649,846.413
34.5,34.8493,118.872,846.278
34.6,34.7647,119.096,846.139
34.7,34.6834,119.32,845.997
34.8,34.6055,119.544,845.85
34.9,34.5308,119.769,845.7
35,34.4594,119.994,845.547
35.1,34.3912,120.219,845.39
35.2,34.3262,120.443,845.23
35.3,34.2645,120.668,845.068
35.4,34.2059,120.891,844.903
35.5,34.1505,121.115,844.735
35.6,34.0982,121.337,844.565
35.7,34.0491,121.558,844.393
35.8,34.003,121.779,844.218
35.9,33.9599,121.998,844.042
36,33.9199,122.216,843.864
36.1,33.8829,122.432,843.685
36.2,33.8489,122.647,843.504
36.3,33.8177,122.86,843.322
36.4,33.7895,123.072,843.139
