t,I,S,R
68.1,0.0293718,109.322,11.649
68.2,0.0291879,109.32,11.6504
68.3,0.0290052,109.319,11.6519
68.4,0.0288235,109.318,11.6533
68.5,0.028643,109.317,11.6548
68.6,0.0284636,109.315,11.6562
68.7,0.0282853,109.314,11.6576
68.8,0.0281081,109.313,11.659
68.9,0.027932,109.312,11.6605
69,0.027757,109.31,11.6618
69.1,0.0275831,109.309,11.6632
69.2,0.0274102,109.308,11.6646
69.3,0.0272385,109.307,11.666
69.4,0.0270677,109.306,11.6673
69.5,0.0268981,109.304,11.6687
69.6,0.0267295,109.303,11.67
69.7,0.0265619,109.302,11.6714
69.8,0.0263954,109.301,11.6727
69.9,0.0262299,109.3,11.674
70,0.0260654,109.299,11.6753
70.1,0.025902,109.297,11.6766
70.2,0.0257396,109.296,11.6779
70.3,0.0255781,109.295,11.6792
70.4,0.0254177,109.294,11.6805
70.5,0.0252583,109.293,11.6817
70.6,0.0250998,109.292,11.683
70.7,0.0249424,109.291,11.6843
70.8,0.0247859,109.29,11.6855
70.9,0.0246304,109.289,11.6867
71,0.0244758,109.288,11.688
71.1,0.0243223,109.286,11.6892
71.2,0.0241696,109.285,11.6904
71.3,0.0240179,109.284,11.6916
71.4,0.0238672,109.283,11.6928
71.5,0.0237174,109.282,11.694
71.6,0.0235685,109.281,11.6952
71.7,0.0234206,109.28,11.6964
71.8,0.0232735,109.279,11.6975
71.9,0.0231274,109.278,11.6987
72,0.0229822,109.277,11.6998
72.1,0.0228379,109.276,11.701
72.2,0.0226945,109.275,11.7021
72.3,0.022552,109.274,11.7033
72.4,0.0224103,109.273,11.7044
72.5,0.0222696,109.272,11.7055
72.6,0.0221297,109.271,11.7066
72.7,0.0219907,109.27,11.7077
72.8,0.0218525,109.269,11.7088
72.9,0.0217153,109.268,11.7099
73,0.0215788,109.267,11.711
73.1,0.0214432,109.266,11.7121
73.2,0.0213085,109.266,11.7131
73.3,0.0211746,109.265,11.7142
73.4,0.0210415,109.264,11.7153
73.5,0.0209093,109.263,11.7163
73.6,0.0207779,109.262,11.7174
73.7,0.0206473,109.261,11.7184
73.8,0.0205175,109.26,11.7194
73.9,0.0203886,109.259,11.7205
74,0.0202604,109.258,11.7215
74.1,0.020133,109.257,11.7225
74.2,0.0200064,109.257,11.7235
74.3,0.0198806,109.256,11.7245
74.4,0.0197556,109.255,11.7255
74.5,0.0196314,109.254,11.7265
74.6,0.019508,109.253,11.7274
74.7,0.0193853,109.252,11.7284
74.8,0.0192634,109.251,11.7294
74.9,0.0191422,109.251,11.7303
75,0.0190218,109.25,11.7313
75.1,0.0189022,109.249,11.7323
75.2,0.0187833,109.248,11.7332
75.3,0.0186651,109.247,11.7341
75.4,0.0185477,109.246,11.7351
75.5,0.018431,109.246,11.736
75.6,0.018315,109.245,11.7369
75.7,0.0181998,109.244,11.7378
75.8,0.0180853,109.243,11.7387
75.9,0.0179715,109.242,11.7396
76,0.0178584,109.242,11.7405
76.1,0.017746,109.241,11.7414
76.2,0.0176343,109.24,11.7423
76.3,0.0175233,109.239,11.7432
76.4,0.017413,109.239,11.7441
76.5,0.0173034,109.238,11.7449
76.6,0.0171945,109.237,11.7458
76.7,0.0170862,109.236,11.7467
76.8,0.0169787,109.236,11.7475
76.9,0.0168718,109.235,11.7484
77,0.0167656,109.234,11.7492
77.1,0.01666,109.233,11.75
77.2,0.0165551,109.233,11.7509
